VegID,CommonName,GenusGroup,Family,GrowthForm,Type,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,References,Comment
Michelia doltsopa,sweet michelia,Michelia,Magnoliaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Miconia,johnnyberry,Miconia,Melastomataceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Miconia impetiolaris,camasey de costilla,Miconia,Melastomataceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Microcos nervosa,,Microcos,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mikania leiostachya,,Mikania,Asteraceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Milletia leptobotrya,,Milletia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Milletia pulchra,,Milletia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Millettia,,Millettia,Fabaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Millettia sanagana,,Millettia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mimosa biuncifera,,Mimosa,Fabaceae,Unknown,species,0.003,0.003,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mimosa borealis,fragrant mimosa,Mimosa,Fabaceae,Shrub,species,0.003,0.003,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mimosa microphylla,littleleaf sensitive-briar,Mimosa,Fabaceae,Shrub,species,0.003,0.003,0.15,0.15,0.08,0.15,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mimosa pudica,shameplant,Mimosa,Fabaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Miscanthus,silvergrass,Miscanthus,Poaceae,Herb,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Miscanthus x giganteus,giant miscanthus,Miscanthus,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mitrephora wangii,,Mitrephora,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Molinia caerulea,purple moorgrass,Molinia,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Monodora myristica,calabash nutmeg,Monodora,Annonaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Montanoa arborescens,montanoa,Montanoa,Asteraceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Moraceae,,Moraceae,Moraceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morella californica,California wax myrtle,Morella,Myricaceae,Btr,species,0.003,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morinda angustifolia,,Morinda,Rubiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morinda lucida,,Morinda,Rubiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morus,mulberry,Morus,Moraceae,Btr,genus,0.003,0.003,0.1,0.1,0.06,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morus alba,white mulberry,Morus,Moraceae,Btr,species,0.003,0.003,0.1,0.1,0.06,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morus cathayana,,Morus,Moraceae,Unknown,species,0.003,0.003,0.1,0.1,0.06,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morus macroura,,Morus,Moraceae,Unknown,species,0.003,0.003,0.1,0.1,0.06,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morus nigra,black mulberry,Morus,Moraceae,Btr,species,0.003,0.003,0.1,0.1,0.06,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Morus rubra,red mulberry,Morus,Moraceae,Btr,species,0.003,0.003,0.1,0.1,0.06,0.1,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mucuna,mucuna,Mucuna,Fabaceae,Shrub,genus,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mucuna pruriens,cowitch,Mucuna,Fabaceae,Shrub,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Mundulea sericea,,Mundulea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Murraya paniculata,murraya,Murraya,Rutaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Musa,banana,Musa,Musaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Musa acuminata,edible banana,Musa,Musaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Musa ensete,,Musa,Musaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Musa sapientum,,Musa,Musaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Musa x paradisiaca,French plantain,Musa,Musaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Musanga cecropioides,,Musanga,Moraceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myoporum laetum,ngaio tree,Myoporum,Myoporaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrcia,rodwood,Myrcia,Myrtaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrcia suruata,,Myrcia,Myrtaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrianthus arboreus,,Myrianthus,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrica,sweetgale,Myrica,Myricaceae,Shrub,genus,6,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrica aspleniifolia,,Myrica,Myricaceae,Unknown,species,6,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrica californica,,Myrica,Myricaceae,Unknown,species,6,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrica cerifera,,Myrica,Myricaceae,Unknown,species,6,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrica mexicana,,Myrica,Myricaceae,Unknown,species,6,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrica pensylvanica,,Myrica,Myricaceae,Unknown,species,6,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myricaceae,,Myricaceae,Myricaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myristica fragrans,nutmeg,Myristica,Myristicaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myristica yunnanensis,,Myristica,Myristicaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrsine africana,,Myrsine,Myrsinaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrtaceae,,Myrtaceae,Myrtaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrtica cerifera,,Myrtica,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrtus,myrtus,Myrtus,Myrtaceae,Unknown,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrtus communis,myrtle,Myrtus,Myrtaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Myrtus pedunculata,,Myrtus,Myrtaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nageia nagi,,Nageia,Podocarpaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nandina,nandina,Nandina,Berberidaceae,Shrub,genus,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nandina domestica,sacred bamboo,Nandina,Berberidaceae,Shrub,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nardus stricta,matgrass,Nardus,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nauclea diderrichii,,Nauclea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nauclea latifolia,,Nauclea,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Neckera pennata,,Neckera,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nectandra purpurescens,,Nectandra,Lauraceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Neocinnamomum caudatum,,Neocinnamomum,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nephelium chryseum,,Nephelium,Sapindaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nephelium mutabile,pulasan,Nephelium,Sapindaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nephrolepsis exaltata,,Nephrolepsis,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nerium oleander,oleander,Nerium,Apocynaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Newbouldia laevis,,Newbouldia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nicotiana,tobacco,Nicotiana,Solanaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nicotiana glauca,tree tobacco,Nicotiana,Solanaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nicotiana tabacum,cultivated tobacco,Nicotiana,Solanaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nolina,beargrass,Nolina,Liliaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nolina bigelovii,Bigelow's nolina,Nolina,Liliaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nolina longifolia,,Nolina,Liliaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nolina recurvata,,Nolina,Liliaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nothofagus antarctica,,Nothofagus,Betulaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nothofagus cliffortoides,,Nothofagus,Betulaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nothofagus dombeyi,coigue,Nothofagus,Betulaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nothofagus procera,,Nothofagus,Betulaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nyssa,tupelo,Nyssa,Cornaceae,Btr,genus,30,0.003,0.08,0.08,0.08,0.08,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nyssa aquatica,water tupelo,Nyssa,Nyssaceae,Btr,species,30,0.003,0.08,0.08,0.08,0.08,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nyssa ogeche,Ogeechee tupelo,Nyssa,Nyssaceae,Btr,species,30,0.003,0.08,0.08,0.08,0.08,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nyssa sylvatica,blackgum,Nyssa,Cornaceae,Btr,species,30,0.003,0.08,0.08,0.08,0.08,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Nyssa sylvatica var. biflora,,Nyssa,Nyssaceae,Btr,species,30,0.003,0.08,0.08,0.08,0.08,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ochna natalita,,Ochna,Ochnaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ochna pulchra,,Ochna,Ochnaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ocotea,sweetwood,Ocotea,Lauraceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oemleria cerasiformis,Indian plum,Oemleria,Rosaceae,Btr,species,1,0.003,0.15,0.15,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oenocarpus bataua,,Oenocarpus,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olea,olive,Olea,Oleaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olea europaea,olive,Olea,Oleaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olea rosea,,Olea,Oleaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oleaceae,,Oleaceae,Oleaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olearia phlogopappa,,Olearia,Asteraceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olmediella betschleriana,,Olmediella,Salicaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olneya,olneya,Olneya,Fabaceae,Btr,genus,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Olneya tesota,desert ironwood,Olneya,Fabaceae,Btr,species,20,0.003,0.05,0.05,0.05,0.05,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oncoba spinosa,,Oncoba,Flacourtiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Opuntia basilaris,beavertail pricklypear,Opuntia,Cactaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Opuntia lindheimeri,,Opuntia,Cactaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Opuntia microdasys,angel's-wings,Opuntia,Cactaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Orchidaceae,,Orchidaceae,Orchidaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ormocarpum trichocarpum,,Ormocarpum,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ormosia pinnata,,Ormosia,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oroxylum indicum,,Oroxylum,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Oryza sativa,rice,Oryza,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Osmanthus fragrans,sweet osmanthus,Osmanthus,Oleaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Osteospermum fruticosum,shrubby daisybush,Osteospermum,Asteraceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ostrya carpinifolia,,Ostrya,Betulaceae,Unknown,species,0.003,0.003,0.15,0.2,0.08,0.12,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
